VideoID,Title,PublishDate,Views,Likes,Comments,WatchTimeMinutes,SubscribersGained,TrafficSource,DeviceType,Country,Impressions,CTR (%),AverageViewDuration (sec),Revenue ($)
VID10911,Video Tutorial #61,2022-07-28,29571,4670,256,9381,162,YouTube Search,TV,USA,137796,7.14,484,22.77
VID10912,Video Tutorial #240,2025-03-06,20579,4437,398,19329,186,Notifications,Tablet,Australia,80767,14.95,446,39.75
VID10913,Video Tutorial #143,2025-01-27,23141,2858,528,10717,38,External,Desktop,Germany,26193,7.39,353,54.52
VID10914,Video Tutorial #88,2024-02-02,39844,1281,50,8098,184,External,Tablet,India,111130,15.28,200,21.98
VID10915,Video Tutorial #55,2025-04-10,31431,3040,446,13150,82,YouTube Search,Console,USA,117485,17.41,605,7.37
VID10916,Video Tutorial #18,2024-03-11,35430,3796,269,16855,194,YouTube Search,Tablet,USA,29130,8.4,785,131.64
VID10917,Video Tutorial #185,2023-10-27,30982,3638,594,11103,33,YouTube Search,TV,USA,44167,10.51,612,2.27
VID10918,Video Tutorial #300,2022-01-26,44147,3759,635,16510,112,Suggested Videos,Mobile,Germany,136379,11.69,303,9.67
VID10919,Video Tutorial #10,2023-05-02,1958,100,261,5795,168,Browse Features,Mobile,UK,76533,16.89,481,120.86
VID10920,Video Tutorial #256,2022-07-11,39772,2087,364,6517,149,YouTube Search,TV,UK,26739,5.36,154,42.66
VID10921,Video Tutorial #39,2025-04-11,48003,2311,48,5840,26,Notifications,Desktop,India,133964,11.39,412,108.56
VID10922,Video Tutorial #229,2024-04-27,30408,4246,517,4571,148,YouTube Search,Desktop,Australia,520,6.52,346,22.36
VID10923,Video Tutorial #18,2025-04-29,30462,2738,628,14529,168,External,Mobile,Germany,19298,4.69,872,35.97
VID10924,Video Tutorial #27,2023-12-23,18224,1608,117,669,30,Notifications,TV,Canada,83051,2.44,136,86.13
VID10925,Video Tutorial #52,2023-03-30,15546,2954,452,18516,154,Browse Features,TV,UK,17975,11.55,689,148.3
VID10926,Video Tutorial #85,2024-11-22,2978,3982,774,11545,164,Suggested Videos,Mobile,Canada,70611,16.0,492,11.48
VID10927,Video Tutorial #154,2024-09-12,30682,3195,640,14012,193,Notifications,TV,UK,92097,6.97,459,60.38
VID10928,Video Tutorial #22,2023-12-05,32359,4340,396,17980,181,Browse Features,Console,USA,21431,10.4,733,6.94
VID10929,Video Tutorial #82,2023-06-23,9330,4683,682,4692,136,Browse Features,TV,USA,16993,11.92,366,30.28
VID10930,Video Tutorial #70,2023-03-31,40499,3093,26,15712,82,External,Tablet,Australia,18343,8.05,767,136.17
VID10931,Video Tutorial #272,2023-06-13,21685,2963,710,10949,169,Notifications,TV,India,15635,16.36,783,14.92
VID10932,Video Tutorial #34,2025-06-01,27007,2663,371,8836,163,YouTube Search,Mobile,Australia,67494,7.17,525,128.6
VID10933,Video Tutorial #269,2024-03-12,36945,856,96,19276,9,Notifications,TV,Germany,79314,3.13,391,27.08
VID10934,Video Tutorial #196,2022-06-22,5013,2147,528,5259,186,Suggested Videos,Mobile,Australia,120395,3.45,825,129.34
VID10935,Video Tutorial #76,2025-10-22,27571,4926,684,19205,39,YouTube Search,Desktop,UK,100469,16.14,461,80.93
VID10936,Video Tutorial #119,2023-08-27,32665,1387,612,12655,53,Suggested Videos,Desktop,Germany,112795,17.8,704,131.79
VID10937,Video Tutorial #103,2021-11-14,44579,1717,185,18278,166,Browse Features,Desktop,UK,13446,5.91,549,23.18
VID10938,Video Tutorial #69,2022-12-05,46372,4152,695,9720,134,Notifications,Mobile,Germany,137945,3.44,888,114.42
VID10939,Video Tutorial #209,2022-12-16,21745,1726,214,8823,3,Suggested Videos,Desktop,UK,122680,9.2,435,102.26
VID10940,Video Tutorial #99,2024-03-12,9407,1954,250,12779,142,Notifications,Desktop,Germany,75424,13.06,406,81.67
VID10941,Video Tutorial #141,2025-08-08,25226,185,215,14171,175,Suggested Videos,Console,USA,102846,11.41,181,121.68
VID10942,Video Tutorial #296,2024-06-06,18459,522,28,9739,5,YouTube Search,Desktop,Germany,74883,17.17,351,97.42
VID10943,Video Tutorial #115,2023-09-02,1037,2312,101,15690,72,YouTube Search,Tablet,UK,17059,14.9,636,131.62
VID10944,Video Tutorial #110,2024-12-03,2015,1249,122,16157,162,Suggested Videos,Mobile,India,89443,15.77,243,57.47
VID10945,Video Tutorial #251,2022-10-13,40134,1659,53,10272,199,Browse Features,Tablet,Australia,51250,10.21,605,88.69
VID10946,Video Tutorial #233,2023-03-20,31368,1003,282,2375,198,External,Tablet,Canada,21834,6.56,94,130.65
VID10947,Video Tutorial #16,2023-10-03,26065,3228,613,13205,195,YouTube Search,TV,Germany,17500,12.93,299,32.61
VID10948,Video Tutorial #124,2022-08-09,29241,3139,116,11047,57,YouTube Search,Mobile,USA,98429,8.46,566,73.12
VID10949,Video Tutorial #175,2022-03-31,46864,1929,615,11240,76,Suggested Videos,TV,India,124538,5.89,129,144.13
VID10950,Video Tutorial #218,2023-07-16,918,394,556,17248,18,YouTube Search,Tablet,India,97853,3.59,134,71.3
VID10951,Video Tutorial #67,2023-05-20,37196,1618,113,15562,61,Notifications,Desktop,Canada,108963,9.97,160,38.3
VID10952,Video Tutorial #104,2023-12-20,48281,3642,542,2738,70,Suggested Videos,Tablet,Australia,4846,11.1,418,52.99
VID10953,Video Tutorial #249,2022-11-14,29082,661,675,17309,137,YouTube Search,Console,USA,123865,10.67,350,132.82
VID10954,Video Tutorial #266,2025-05-30,28355,4165,700,15487,24,Browse Features,TV,USA,144389,2.98,467,143.26
VID10955,Video Tutorial #92,2024-01-09,22690,320,292,4948,171,External,Mobile,USA,63284,10.69,48,142.54
VID10956,Video Tutorial #207,2024-08-02,18368,2225,194,141,126,Suggested Videos,Desktop,Australia,88998,3.86,254,104.99
VID10957,Video Tutorial #21,2023-09-13,13296,584,291,19987,57,Notifications,Tablet,Australia,41935,12.28,647,76.69
VID10958,Video Tutorial #157,2024-01-13,33894,3601,260,303,152,YouTube Search,Desktop,India,9233,8.3,595,27.81
VID10959,Video Tutorial #246,2022-08-12,32652,582,206,14737,119,Suggested Videos,TV,UK,101445,15.43,489,18.92
VID10960,Video Tutorial #234,2022-01-03,21634,3697,563,10498,110,Browse Features,Console,Canada,40633,14.23,423,9.44
VID10961,Video Tutorial #270,2022-02-04,15219,1768,48,6856,167,Suggested Videos,TV,Australia,136576,13.31,255,3.15
VID10962,Video Tutorial #144,2022-06-24,26018,1557,5,7594,75,Browse Features,Mobile,USA,28825,12.91,389,131.78
VID10963,Video Tutorial #199,2021-12-06,6435,1799,378,16680,69,YouTube Search,Tablet,Germany,127340,10.53,459,121.46
VID10964,Video Tutorial #215,2022-01-17,8272,4207,393,8651,137,External,Console,USA,1336,2.04,44,85.39
VID10965,Video Tutorial #216,2023-11-02,49905,999,223,11442,65,Suggested Videos,Mobile,India,68016,12.14,589,149.81
VID10966,Video Tutorial #87,2022-04-25,25494,758,22,10905,119,External,Desktop,Germany,105581,8.94,680,142.98
VID10967,Video Tutorial #132,2021-10-15,38298,283,656,5313,152,YouTube Search,Desktop,USA,128457,8.98,575,98.44
VID10968,Video Tutorial #24,2024-06-24,40595,4897,109,19510,198,YouTube Search,Tablet,Germany,14638,7.44,443,69.95
VID10969,Video Tutorial #278,2023-01-26,5412,131,723,8454,86,YouTube Search,Desktop,USA,143143,16.79,384,23.25
VID10970,Video Tutorial #199,2021-11-02,33768,1294,552,9621,138,Suggested Videos,Tablet,UK,99921,5.24,486,77.58
VID10971,Video Tutorial #237,2024-08-15,8300,61,398,10538,121,Notifications,Tablet,Canada,38755,6.38,751,24.08
VID10972,Video Tutorial #221,2021-11-20,2868,2212,171,17629,163,Suggested Videos,Tablet,India,60884,17.37,560,60.07
VID10973,Video Tutorial #168,2024-03-25,36418,1549,697,1009,48,YouTube Search,Console,USA,122647,14.77,225,141.43
VID10974,Video Tutorial #292,2023-07-23,44159,4368,725,3770,47,Browse Features,Console,USA,118277,1.24,867,51.63
VID10975,Video Tutorial #279,2024-04-08,15103,1782,305,4126,114,Browse Features,Console,Australia,91082,16.4,144,23.34
VID10976,Video Tutorial #50,2025-05-08,27476,38,563,4421,86,Notifications,Console,USA,44291,4.85,446,87.57
VID10977,Video Tutorial #29,2024-09-18,47151,3632,581,10372,6,YouTube Search,Console,Germany,54212,13.0,381,90.55
VID10978,Video Tutorial #245,2023-10-13,39073,2665,707,11123,76,YouTube Search,Mobile,Canada,11499,10.4,104,29.47
VID10979,Video Tutorial #54,2022-02-21,24942,474,150,3693,178,Suggested Videos,Mobile,Germany,104465,10.13,691,29.89
VID10980,Video Tutorial #200,2024-10-18,43725,59,427,18655,144,YouTube Search,Console,Australia,12785,13.2,65,148.44
VID10981,Video Tutorial #55,2024-09-15,29411,2637,620,14992,159,External,Tablet,Germany,87877,4.52,271,36.87
VID10982,Video Tutorial #215,2021-12-31,16057,2615,466,1863,153,External,TV,Germany,4587,3.7,692,125.81
VID10983,Video Tutorial #22,2022-05-26,14291,2615,629,13089,120,YouTube Search,Mobile,Australia,12118,12.08,92,70.81
VID10984,Video Tutorial #295,2022-05-17,44908,4479,606,6905,123,YouTube Search,Console,Australia,138922,5.94,695,65.53
VID10985,Video Tutorial #66,2023-09-06,45123,1412,767,19384,149,External,Desktop,Australia,83320,17.56,538,44.6
VID10986,Video Tutorial #273,2025-06-06,23952,85,555,12945,140,YouTube Search,Tablet,USA,43218,8.68,217,116.19
VID10987,Video Tutorial #38,2022-11-22,24556,1534,66,12562,124,External,Desktop,UK,59715,2.9,764,132.16
VID10988,Video Tutorial #134,2024-02-08,17612,3798,155,16063,11,YouTube Search,Desktop,UK,80046,12.66,122,39.54
VID10989,Video Tutorial #19,2023-09-21,20289,2675,205,872,70,Notifications,Console,UK,121969,6.2,34,14.72
VID10990,Video Tutorial #280,2023-12-21,13115,2874,785,4537,0,YouTube Search,Desktop,Germany,15205,3.53,467,20.97
VID10991,Video Tutorial #53,2024-04-28,45465,3121,154,12257,160,External,Tablet,USA,101664,8.19,195,119.02
VID10992,Video Tutorial #105,2022-05-20,41341,1091,690,17613,118,Browse Features,Tablet,Australia,47442,17.39,475,65.66
VID10993,Video Tutorial #169,2022-07-15,38855,2835,508,3805,141,External,Tablet,UK,112116,7.99,54,20.22
VID10994,Video Tutorial #180,2023-06-17,33345,4225,571,12806,110,Notifications,Tablet,USA,60606,6.9,537,51.37
VID10995,Video Tutorial #90,2023-02-24,18493,2077,73,12744,63,YouTube Search,Console,Canada,25067,8.56,127,77.38
VID10996,Video Tutorial #162,2022-04-28,9340,3191,48,537,42,Notifications,TV,Germany,36123,1.21,297,127.88
VID10997,Video Tutorial #274,2025-09-22,261,4788,782,2932,185,Notifications,TV,Canada,54388,3.26,691,96.44
VID10998,Video Tutorial #13,2022-08-19,18148,4229,466,5859,40,Notifications,Mobile,Germany,125039,15.44,422,26.82
VID10999,Video Tutorial #8,2021-10-14,19122,1209,584,17556,195,Suggested Videos,Console,Germany,101641,17.63,793,24.23
